KOI	RPLANET	PER	UPER	A	TPLANET	MSTAR	TSTAR	RSTAR	RR
2243.01	1.52	5.1854578	0.0000746	0.059	1046	1.04	5935	0.94	0.01479
2327.01	1.38	5.5997944	0.0001011	0.059	847	0.88	5289	0.78	0.01628
2372.01	1.11	5.3493247	0.0000841	0.059	1067	0.96	5987	0.96	0.01059
2415.01	1.9	5.2540835	0.0001061	0.059	1032	0.98	5874	0.94	0.01865
117.02	1.7	4.9014671	0.0000393	0.06	1165	1.07	5949	1.18	0.01321
167.01	2.41	4.9195764	0.000016	0.06	1199	1.1	6285	1.12	0.01972
248.01	2.72	7.2037944	0.0000221	0.06	521	0.55	3974	0.53	0.04723
432.01	3.5	5.2634076	0.0000094	0.06	1049	1.08	5830	1	0.03217
571.01	1.53	7.2672317	0.000037	0.06	503	0.54	3881	0.52	0.027
658.02	2.02	5.3706389	0.0000209	0.06	959	0.98	5676	0.88	0.02109
857.01	2.27	5.7154298	0.0000237	0.06	804	0.89	5033	0.79	0.02645
905.01	4.09	5.7950603	0.0000151	0.06	890	0.94	5668	0.76	0.04934
1109.01	0.65	6.7210783	0.0004335	0.06	691	0.94	4977	0.59	0.01003
1161.01	1.65	6.0574282	0.0000714	0.06	839	0.79	5109	0.83	0.01817
1379.01	1.06	5.6215457	0.0000498	0.06	918	0.98	5635	0.82	0.01185
1627.02	1.45	5.9391666	0.0001543	0.06	820	0.8	5207	0.77	0.01733
1760.01	2.22	5.5242334	0.0000695	0.06	939	0.95	5345	0.95	0.02139
1802.01	2.37	5.2486805	0.0000102	0.06	1036	1.05	5868	0.96	0.02263
1874.02	1.42	7.4163999	0.0001144	0.06	531	0.53	4160	0.5	0.02591
1913.01	1.4	5.5085758	0.0000367	0.06	974	0.97	5416	1	0.01285
2303.01	1.44	4.8940676	0.0001019	0.06	1278	1.22	6333	1.25	0.01049
2520.01	1.33	6.4944739	0.0000986	0.06	678	0.7	4594	0.67	0.01818
97.01	16.05	4.8854892	9.00E-07	0.061	1413	1.12	5934	1.78	0.08284
155.01	3.74	5.6606911	0.0000137	0.061	1164	1.12	5723	1.3	0.02643
295.01	1.77	5.3174114	0.0000205	0.061	1094	1.01	5936	1.06	0.01526
307.02	1.15	5.2110576	0.0000535	0.061	1143	1.14	6141	1.09	0.00971
355.01	2.35	4.9033487	0.0000224	0.061	1219	1.1	6197	1.21	0.01774
425.01	11.77	5.4283501	0.0000018	0.061	982	1.05	5689	0.93	0.11559
582.01	2.24	5.9450607	0.0000233	0.061	796	0.85	5103	0.76	0.02699
601.01	2.84	5.4042925	0.0000194	0.061	1005	1.02	5862	0.92	0.02825
757.03	2.09	6.2529484	0.0000455	0.061	735	0.87	4956	0.69	0.02781
1398.01	3.04	5.823445	0.0000686	0.061	906	0.89	5542	0.84	0.03323
1515.02	1.53	7.0611927	0.0000402	0.061	548	0.59	4103	0.56	0.02502
1531.01	1.4	5.6992147	0.0000417	0.061	1048	1.08	5811	1.02	0.01261
1909.02	1.15	5.4703707	0.0000462	0.061	1064	1	5856	1.03	0.01018
2110.01	1.13	5.037282	0.0000469	0.061	1244	1.21	6216	1.25	0.00827
2498.01	0.78	6.7382498	0.0001175	0.061	738	0.67	5094	0.66	0.01089
2522.01	2.54	5.6040182	0.0000525	0.061	1146	0.98	4777	1.8	0.01293
2534.02	1.1	5.4221261	0.0001373	0.061	1069	1.05	5929	1.02	0.00993
131.01	9.61	5.0142325	0.0000021	0.062	1216	1.13	6244	1.21	0.07292
212.01	6.16	5.6959013	0.0000062	0.062	977	1.07	5843	0.89	0.0635
246.01	2.53	5.3987665	0.0000071	0.062	1143	1.07	5793	1.24	0.01869
551.02	1.98	5.6880178	0.0000451	0.062	932	1.02	5627	0.87	0.02078
880.03	2.34	5.902209	0.0000357	0.062	930	1.03	5512	0.91	0.02366
923.01	3	5.7434909	0.0000266	0.062	926	1.04	5669	0.85	0.03236
938.03	1.74	5.7144237	0.0001032	0.062	879	0.97	5342	0.86	0.01846
1054.01	18.46	3.3230303	0.0001115	0.062	3780	0.99	5235	16.61	0.01019
1885.01	1.92	5.6537173	0.0000388	0.062	966	0.99	5738	0.9	0.01952
1911.01	2.4	5.7532014	0.0000326	0.062	874	0.97	5276	0.87	0.02523
1977.02	0.66	7.415376	0.0001025	0.062	562	0.59	4250	0.56	0.01089
2439.01	2.07	5.1911913	0.0001476	0.062	1135	1.18	6096	1.1	0.01716
2585.01	1.25	5.3419133	0.0000987	0.062	1329	1.13	6270	1.43	0.008
70.04	0.91	6.0984945	0.000063	0.063	927	0.9	5443	0.94	0.00891
115.01	3.33	5.4122014	0.0000086	0.063	1258	1.13	6202	1.33	0.02292
232.02	1.73	5.7661756	0.0000397	0.063	976	0.99	5868	0.9	0.01766
239.01	3.6	5.6406608	0.0000137	0.063	1012	1.08	5983	0.93	0.03569
323.01	2.17	5.8359731	0.0000165	0.063	915	1.06	5527	0.89	0.02243
332.01	1.92	5.4585137	0.0000323	0.063	1103	0.99	5719	1.21	0.01461
505.02	1.62	6.1956563	0.0000569	0.063	835	0.86	4985	0.91	0.01632
534.01	2.43	6.4001042	0.0000319	0.063	769	0.89	5145	0.72	0.03077
573.01	3	5.9965569	0.0000314	0.063	1035	1.08	5729	1.06	0.02603
775.02	2.1	7.8773564	0.0000381	0.063	517	0.55	4075	0.52	0.03698
795.01	2.55	6.7702775	0.000031	0.063	758	0.95	5455	0.63	0.03735
886.01	2.1	8.0109435	0.0000695	0.063	461	0.51	3705	0.5	0.03842
934.01	3.74	5.826659	0.000024	0.063	937	1.03	5733	0.86	0.03969
1305.02	1.12	6.1867691	0.0001215	0.063	798	0.85	5235	0.75	0.01362
1306.03	1.43	5.9142407	0.0000997	0.063	940	1.06	5714	0.88	0.01501
1331.01	1.73	6.8009445	0.0000874	0.063	654	0.72	4652	0.64	0.02484
1332.02	1.5	6.0972823	0.0001967	0.063	995	0.89	5661	1	0.01372
1363.02	1.82	5.7007811	0.0001078	0.063	973	1.03	5702	0.94	0.0177
2022.01	1.79	5.9297742	0.0000482	0.063	935	0.97	5696	0.87	0.01883
2073.02	1.8	6.475341	0.0000701	0.063	759	0.78	4877	0.79	0.02108
297.01	1.65	5.6518383	0.0000433	0.064	1194	1.13	6050	1.28	0.01178
304.02	1.11	5.5183535	0.0001288	0.064	1365	1.16	5885	1.77	0.00573
510.02	2.62	6.3890164	0.000041	0.064	925	0.86	5355	0.98	0.02451
535.01	3.3	5.8529809	0.0000176	0.064	1007	1.07	5782	1	0.03039
660.01	3.17	6.079629	0.0000416	0.064	1188	1.09	5250	1.69	0.01725
665.01	2.51	5.8680504	0.00002	0.064	1065	1.09	5864	1.08	0.0212
678.01	3.55	6.04047	0.0000322	0.064	1129	0.97	5073	1.63	0.01998
917.01	2.52	6.7197464	0.0000407	0.064	920	1.06	5681	0.86	0.02682
939.02	1.57	5.839061	0.0000768	0.064	939	1.02	5649	0.91	0.01581
940.01	3.67	6.104862	0.0000111	0.064	837	0.96	5284	0.83	0.04072
1085.01	1.1	7.7179682	0.0001425	0.064	513	0.55	3978	0.55	0.01849
2174.03	0.93	7.7250995	0.0001911	0.064	550	0.59	4221	0.56	0.01525
2261.02	0.84	6.6255847	0.0001658	0.064	793	0.79	5052	0.81	0.00954
2361.01	1.95	5.7839256	0.0000565	0.064	991	1.06	5803	0.96	0.01865
2416.01	1.53	5.9057734	0.0001242	0.064	946	1.01	5705	0.9	0.01556
369.01	1.14	5.8852206	0.0000392	0.065	1041	1.03	6153	0.96	0.0109
500.01	2.64	7.0533844	0.0000236	0.065	642	0.66	4613	0.65	0.03745
503.01	1.95	8.2224801	0.0000295	0.065	507	0.59	4110	0.51	0.03508
812.04	1.29	7.8249635	0.0001289	0.065	529	0.59	4097	0.56	0.02117
818.01	2.39	8.1143678	0.0000369	0.065	478	0.58	3785	0.53	0.04117
826.01	2.44	6.365815	0.0000286	0.065	867	0.97	5557	0.81	0.0275
827.01	3.3	5.9758073	0.0000363	0.065	978	1.06	5837	0.94	0.03223
872.02	1.46	6.7665793	0.0000862	0.065	769	0.8	5127	0.75	0.01779
896.02	3.22	6.3082067	0.0000253	0.065	839	0.94	5190	0.87	0.03378
941.01	4.14	6.5815015	0.0000167	0.065	821	0.99	4998	0.9	0.04211
1082.01	1.51	6.5032865	0.0001062	0.065	773	0.92	5087	0.77	0.01796
1094.01	2.77	6.1002946	0.0000663	0.065	929	1.04	5704	0.89	0.02862
1149.01	0.88	7.1689903	0.0036774	0.065	756	0.96	5195	0.71	0.01142
1395.01	3.48	6.2302267	0.0000382	0.065	834	0.91	5279	0.83	0.03821
1480.02	1.05	7.0043326	0.0002067	0.065	695	0.75	4948	0.66	0.01452
1647.03	1.06	6.3309075	0.0002367	0.065	990	0.9	5576	1.05	0.00927
1692.01	2.65	5.9603997	0.0000112	0.065	928	1.02	5501	0.95	0.02553
1895.01	1.74	8.4575214	0.0000544	0.065	514	0.51	4288	0.48	0.03316
2623.01	0.92	5.5766107	0.0001193	0.065	1165	1.16	6288	1.15	0.00736
116.03	0.87	6.1648897	0.0001524	0.066	1025	1	5865	1.04	0.0077
284.03	1.09	6.1781786	0.0000483	0.066	1033	1.16	5925	1.03	0.00972
457.02	2.03	7.0642708	0.0000226	0.066	704	0.77	4931	0.69	0.02693
676.01	3.3	7.9725436	0.0000061	0.066	566	0.63	4367	0.57	0.05307
710.01	2.12	5.3749187	0.0000479	0.066	1328	1.38	6653	1.35	0.01438
782.01	4.98	6.5753244	0.0000133	0.066	959	1.08	5733	0.95	0.04813
817.02	1.99	8.2956096	0.0000612	0.066	490	0.56	3905	0.53	0.03431
834.03	1.61	6.1555397	0.0000948	0.066	921	1.03	5614	0.91	0.01616
1151.02	0.97	7.4110483	0.0000944	0.066	766	1.03	5431	0.67	0.01322
1860.01	2.44	6.3194388	0.0000487	0.066	1010	0.95	5708	1.06	0.02103
2036.01	1.49	8.4109529	0.0000733	0.066	490	0.54	3952	0.52	0.02621
2273.01	1.02	6.1101216	0.0000995	0.066	1104	1.04	5934	1.18	0.00793
46.02	0.96	6.0290779	0.0001918	0.067	1032	1.12	5764	1.1	0.00799
82.04	0.7	7.0713053	0.0000695	0.067	718	0.8	4908	0.74	0.00867
284.02	1.14	6.4148328	0.0000467	0.067	1025	1.16	5925	1.03	0.01017
360.01	0.68	5.9417382	0.0003872	0.067	1083	1.04	6104	1.08	0.00579
459.02	1.24	6.9197234	0.0000948	0.067	910	1.06	5601	0.91	0.01254
512.01	2.84	6.5100362	0.0000506	0.067	961	1.05	5406	1.09	0.02389
580.01	2.82	6.5212343	0.0000305	0.067	871	0.96	5603	0.83	0.031
599.01	2.46	6.4545176	0.0000429	0.067	934	1.06	5820	0.89	0.02548
1370.01	1.68	6.883593	0.0000834	0.067	815	0.99	5489	0.76	0.02032
1498.01	2.88	5.8336852	0.0000678	0.067	1063	1.05	5941	1.1	0.02397
1533.01	1.56	6.2415154	0.0000742	0.067	1062	1.11	6122	1.04	0.0138
1586.01	1.75	6.9913072	0.0000497	0.067	674	0.77	4692	0.71	0.0226
1665.02	1.02	5.9146069	0.0001815	0.067	1026	1.13	5925	1.03	0.00902
1898.01	1.5	6.4980134	0.0000432	0.067	989	0.95	5795	1	0.01369
2369.02	1.67	6.3145099	0.0001565	0.067	947	1	5843	0.91	0.01696
2380.01	3.93	6.3571518	0.0000728	0.067	924	0.99	5699	0.91	0.03981
85.01	2.35	5.8599332	0.000011	0.068	1142	1.19	6172	1.2	0.01804
171.01	2.67	5.9687412	0.0000201	0.068	1127	1.16	6287	1.12	0.0218
388.01	3.01	6.1493618	0.0000421	0.068	1214	0.87	5707	1.58	0.01746
490.03	1.63	7.4061049	0.0000533	0.068	698	0.76	4781	0.74	0.02015
578.01	3.93	6.4124599	0.0000185	0.068	1021	1.09	5777	1.09	0.03304
707.05	1.83	5.6679183	0.0001397	0.068	1347	1.29	5904	1.82	0.00924
725.01	10.67	7.3049603	0.0000106	0.068	710	0.9	5046	0.69	0.14137
906.01	2.36	7.1568155	0.0000477	0.068	751	0.8	5017	0.78	0.02766
1165.01	2.65	7.0539776	0.000026	0.068	947	1.08	5549	1.02	0.02388
1312.01	1.59	6.1469185	0.0000958	0.068	1058	1.08	6157	1.03	0.01417
1650.01	2.6	6.5324309	0.0001862	0.068	859	0.98	5426	0.88	0.02719
1886.01	2.45	5.9918486	0.0000342	0.068	1389	1.17	6065	1.83	0.01228
1931.03	1.12	6.988248	0.0001014	0.068	796	0.84	5417	0.75	0.01366
1947.01	1.51	6.4229574	0.0000369	0.068	999	1.02	5842	1.02	0.01357
1978.01	3.09	6.5111684	0.000036	0.068	935	0.97	5693	0.94	0.03004
2105.01	1.29	6.4219285	0.0000721	0.068	992	1	5967	0.97	0.01224
2188.02	1.54	6.7439115	0.0002231	0.068	966	0.91	5862	0.95	0.0149
2260.01	0.88	6.1179816	0.0000816	0.068	1066	1.11	6228	1.02	0.00793
2352.02	0.79	5.6290257	0.0000697	0.068	1284	1.34	6638	1.31	0.00553
2572.01	2.76	6.3772028	0.0001694	0.068	880	1.01	5462	0.91	0.02783
123.01	2.64	6.4816738	0.0000178	0.069	1181	1.11	5871	1.43	0.01686
301.01	1.75	6.0025224	0.0000348	0.069	1139	1.13	6131	1.22	0.01315
876.01	12.25	6.9980904	0.0000028	0.069	803	0.93	5417	0.78	0.14402
952.02	2.15	8.7520644	0.0000529	0.069	480	0.49	3911	0.54	0.03693
1070.01	2.42	6.6183988	0.0001344	0.069	952	0.99	5634	1.01	0.0219
1170.01	1.69	7.3436916	0.0000439	0.069	784	0.94	5558	0.7	0.02204
1220.01	1.95	6.4009537	0.0000756	0.069	1168	0.89	5356	1.69	0.01062
1364.02	2.69	7.0556495	0.0000928	0.069	848	0.88	5311	0.91	0.02724
1396.01	2.71	6.6263893	0.0000613	0.069	906	1.04	5667	0.91	0.02745
1438.01	1.34	6.9113014	0.0000802	0.069	915	1.06	5596	0.95	0.01291
1567.01	2.46	7.2401364	0.0000812	0.069	775	0.82	5027	0.84	0.02674
1570.01	3.12	6.3385181	0.000066	0.069	987	1.08	5863	1	0.02844
1725.01	1.93	9.8847244	0.0023395	0.069	366	0.45	3240	0.45	0.03911
1915.01	1.48	6.562328	0.0000538	0.069	908	0.99	5744	0.89	0.01531
2064.01	1.97	6.3121922	0.000095	0.069	1022	1.09	6081	1	0.01803
2191.01	1.32	8.8478128	0.0000999	0.069	469	0.55	3845	0.53	0.02295
2392.01	1.16	7.4271643	0.0001449	0.069	844	0.78	5524	0.83	0.01281
156.01	1.6	8.041317	0.0000328	0.07	623	0.73	4619	0.65	0.02242
244.02	3.39	6.2385593	0.0000075	0.07	1313	1.1	6103	1.66	0.01869
481.01	2.37	7.6502621	0.000025	0.07	726	0.94	5227	0.69	0.03129
825.01	2.3	8.1036127	0.0000658	0.07	652	0.7	4735	0.68	0.03086
869.01	2.73	7.4901877	0.0000392	0.07	768	0.8	5085	0.82	0.03054
929.01	8.88	6.4916717	0.0000057	0.07	990	1.08	5820	1.04	0.07831
1051.01	2.22	6.7968593	0.0000803	0.07	927	1.04	5825	0.91	0.02231
1114.01	1.93	7.0471338	0.0000969	0.07	953	1.06	5568	1.05	0.01678
1194.01	1.82	8.7077779	0.0001121	0.07	549	0.6	4350	0.57	0.02925
1432.01	2.16	6.885917	0.0000767	0.07	881	0.97	5675	0.87	0.02281
1437.01	1.71	7.0177282	0.0001453	0.07	942	1.07	5791	0.95	0.01647
1475.02	1.63	9.5121937	0.0000969	0.07	472	0.56	4097	0.48	0.03124
1835.03	3.08	6.7669115	0.0000473	0.07	1074	0.98	5004	1.66	0.01706
1905.01	1.36	7.6262792	0.0000559	0.07	743	0.8	4942	0.81	0.01539
2047.01	1.66	6.2216319	0.0000669	0.07	1158	1.15	6326	1.21	0.0126
2282.01	1.3	6.8922502	0.0000957	0.07	905	0.98	5814	0.87	0.01368
2533.01	2.91	6.0331004	0.0001683	0.07	1409	1.25	5013	2.84	0.0094
410.01	39.97	7.2168889	0.0000051	0.071	995	1.1	5968	1.01	0.36151
475.01	2.04	8.1808964	0.0000488	0.071	707	0.93	5056	0.71	0.02616
487.01	2.58	7.6587739	0.0000468	0.071	834	1.02	5463	0.85	0.02777
581.01	3.2	6.9969311	0.0000187	0.071	846	0.95	5514	0.86	0.0342
632.01	1.46	7.2385188	0.00005	0.071	854	0.95	5437	0.9	0.01486
730.04	1.56	7.3840154	0.0002221	0.071	918	1.07	5599	0.98	0.01462
936.01	2.69	9.4678388	0.0000212	0.071	439	0.51	3684	0.52	0.04761
1052.02	1.66	6.8461564	0.0002106	0.071	980	1.03	6066	0.95	0.016
1163.02	1.39	8.0149568	0.0000982	0.071	783	1.01	5419	0.76	0.0167
1494.01	1.96	8.1958976	0.000158	0.071	620	0.77	4559	0.67	0.02666
1800.01	4.36	7.7942966	0.0000098	0.071	823	0.79	5382	0.85	0.04687
2443.01	1.13	6.7916451	0.0001187	0.071	1019	1.03	6074	1.03	0.01008
51.01	20.93	10.4311627	0.0000089	0.072	358	0.21	3240	0.45	0.42555
216.02	1.49	7.5186581	0.0001101	0.072	806	0.86	5086	0.93	0.01471
219.01	4.09	8.0251044	0.000008	0.072	717	0.95	5347	0.67	0.05638
226.01	1.97	8.3084852	0.0000412	0.072	652	0.84	5043	0.62	0.02921
242.01	5.48	7.2584656	0.0000091	0.072	860	1.02	5437	0.93	0.05427
249.01	2.04	9.5492728	0.000017	0.072	433	0.51	3654	0.52	0.03602
338.01	37.36	7.0106169	0.0000455	0.072	2953	1	4104	19.16	0.01788
379.01	2.58	6.7172738	0.00004	0.072	1253	1.11	6203	1.51	0.01569
408.01	3.72	7.3819839	0.000019	0.072	864	1.05	5631	0.87	0.03913
511.01	2.25	8.0057979	0.0000332	0.072	888	0.78	5802	0.87	0.02376
783.01	4.75	7.2750257	0.0000144	0.072	792	0.93	5284	0.83	0.05247
822.01	9.79	7.9193704	0.0000056	0.072	770	1	5458	0.74	0.12198
837.01	2.11	7.9535576	0.0000647	0.072	664	0.8	4817	0.7	0.02755
1083.01	1.63	7.3367412	0.0001273	0.072	826	1.03	5575	0.81	0.01834
1700.01	1.49	8.0376166	0.0000855	0.072	708	0.78	4858	0.79	0.01737
1781.01	3.29	7.8344969	0.0000096	0.072	713	0.82	4977	0.76	0.03971
1923.01	2.79	7.2340495	0.0000434	0.072	1003	0.95	5352	1.3	0.01967
1998.01	2.93	6.7739575	0.000061	0.072	987	1.1	6001	1	0.02687
2111.02	2.43	7.1864762	0.0000604	0.072	935	0.95	5724	0.99	0.02261
2337.01	2.08	8.4964491	0.0000896	0.072	666	0.68	4961	0.67	0.02869
2367.01	1.17	6.8920399	0.0000667	0.072	1098	1.04	6047	1.22	0.0088
2656.01	1.1	6.7738916	0.0002042	0.072	1004	1.07	6166	0.98	0.01025
41.02	1.23	6.8870994	0.0000617	0.073	1071	1.11	5909	1.23	0.00918
168.03	2.11	7.1068995	0.0001189	0.073	1267	1.21	5877	1.74	0.01111
428.01	6.53	6.8731791	0.0000077	0.073	1003	1.09	6127	1.01	0.05954
448.01	1.77	10.1396136	0.00004	0.073	481	0.65	4264	0.48	0.03388
774.01	14.71	7.4426623	0.0000016	0.073	933	1.08	5873	0.95	0.14258
853.01	2.38	8.2039041	0.0000401	0.073	697	0.89	4842	0.78	0.02801
956.01	3.78	8.3608471	0.0000195	0.073	648	0.87	4580	0.75	0.04619
1007.01	2.01	7.4075847	0.0001858	0.073	895	0.95	5665	0.94	0.01974
1402.01	2.26	7.1396828	0.0001211	0.073	901	1.02	5738	0.93	0.02238
1563.02	2.8	8.2911326	0.0001322	0.073	693	0.75	4918	0.75	0.03439
1840.01	4	7.0393236	0.0000506	0.073	999	1.03	5869	1.09	0.03375
1977.01	1.19	9.3875121	0.0000491	0.073	518	0.59	4250	0.56	0.01955
2031.01	1.54	9.3042358	0.0000642	0.073	533	0.61	4310	0.57	0.02459
2093.01	2.4	6.7834744	0.000102	0.073	1066	1.14	6287	1.08	0.02036
2554.02	0.79	10.2715236	0.0002278	0.073	485	0.5	4337	0.47	0.01546
887.01	2.47	7.4111381	0.0000432	0.074	855	1.04	5601	0.89	0.02558
955.01	2.65	7.0390776	0.0000531	0.074	1001	1.1	6121	1.02	0.02394
1003.01	10.84	8.3605703	0.0000711	0.074	742	0.96	5126	0.8	0.12472
1315.01	1.47	6.8463372	0.0000679	0.074	1046	1.13	6029	1.14	0.01178
1440.01	1.57	7.1929423	0.0001311	0.074	950	1.05	5970	0.96	0.01498
1665.01	1.22	6.9338027	0.0001463	0.074	976	1.13	5925	1.03	0.01088
1750.01	1.3	7.7684658	0.0001477	0.074	857	0.89	5589	0.9	0.01329
1849.01	2.43	8.0880343	0.0000354	0.074	700	0.82	5066	0.73	0.03065
1870.01	2.63	7.964294	0.0000337	0.074	774	0.85	5004	0.91	0.0265
1891.02	1.25	8.2597956	0.0001339	0.074	670	0.78	4970	0.69	0.01657
2083.01	1.93	7.7208697	0.0000465	0.074	1018	0.91	5924	1.12	0.01577
2159.01	1.01	7.5967686	0.0000963	0.074	837	0.95	5627	0.84	0.01104
2368.01	1.47	8.0707324	0.0001822	0.074	835	0.84	5556	0.86	0.01572
2406.01	1.66	7.0107235	0.0000981	0.074	993	1.08	6146	0.99	0.01535
2545.01	0.78	6.9815756	0.0001871	0.074	1092	1.11	6011	1.25	0.00568
5.02	0.66	7.0518564	0.0002848	0.075	1124	1.14	5861	1.42	0.00428
137.01	4.75	7.6415706	0.0000076	0.075	858	1.05	5385	0.98	0.04452
150.01	2.63	8.4089163	0.0000206	0.075	827	1.08	5538	0.86	0.02803
200.01	8.88	7.3407239	0.0000024	0.075	906	1.03	5774	0.95	0.08575
257.01	2.61	6.8834027	0.0000119	0.075	1068	1.18	6145	1.16	0.02052
429.01	3.91	8.6001206	0.000013	0.075	716	0.96	5093	0.76	0.04713
588.01	1.63	10.3557417	0.0000573	0.075	505	0.76	4431	0.5	0.02984
664.02	1.19	7.7821972	0.0001322	0.075	997	0.94	5725	1.17	0.00935
728.01	11.33	7.1893676	0.0000052	0.075	970	1.08	5976	1.01	0.10238
746.01	2.43	9.2738273	0.0000389	0.075	601	0.81	4681	0.64	0.03502
749.03	1.33	8.1093838	0.0001601	0.075	754	0.86	5374	0.76	0.01613
765.01	2.43	8.3539166	0.0000516	0.075	731	0.95	5345	0.72	0.03094
800.02	3.39	7.2120305	0.00006	0.075	958	1.07	5938	1	0.03092
1106.01	2.21	7.4251442	0.0000837	0.075	926	1.07	5954	0.93	0.02169
1118.01	2.52	7.3730088	0.0000873	0.075	1026	1.12	6054	1.11	0.02082
1342.02	1.87	8.1819433	0.000072	0.075	941	0.84	5972	0.96	0.01794
1358.02	1.56	8.7430607	0.0001447	0.075	604	0.73	4601	0.67	0.02147
1456.01	8.77	7.8866319	0.0000119	0.075	956	0.92	5604	1.12	0.07171
1894.01	16.29	5.2880157	0.0000447	0.075	2277	2.02	4815	8.62	0.01733
1975.01	2.29	7.5603439	0.0000842	0.075	847	0.98	5608	0.88	0.02385
1996.01	1.48	10.1319487	0.0001344	0.075	530	0.54	4619	0.51	0.0268
2011.01	1.2	7.0568228	0.0000624	0.075	1020	1.15	6154	1.06	0.0104
2081.01	4.11	6.2139215	0.0000862	0.075	1446	1.43	5081	3.12	0.01208
2086.01	2.28	7.1316184	0.0000929	0.075	1166	1.09	5915	1.5	0.01397
2126.01	1.89	9.6932265	0.0001524	0.075	561	0.59	4660	0.56	0.03098
2255.01	1.71	7.9708314	0.0001156	0.075	781	0.87	5551	0.76	0.02061
2532.01	1.75	7.9710542	0.0000845	0.075	727	0.88	5058	0.8	0.02019
2627.01	0.98	8.384691	0.0002513	0.075	797	0.81	5274	0.88	0.01018
115.02	1.88	7.1259674	0.0000401	0.076	1146	1.13	6202	1.33	0.01296
153.01	2.47	8.9251133	0.0000217	0.076	627	0.85	4725	0.69	0.03292
314.03	0.68	10.3120171	0.0001068	0.076	453	0.55	3900	0.53	0.01184
471.02	1.04	7.811011	0.000157	0.076	818	0.96	5548	0.85	0.01122
598.01	2.53	8.3077831	0.0000422	0.076	718	0.89	5171	0.75	0.03083
719.01	1.53	9.0342194	0.0000219	0.076	607	0.68	4689	0.66	0.02136
784.02	1.96	10.0651861	0.0000674	0.076	488	0.58	4112	0.55	0.0327
790.01	2.26	8.4723407	0.0000589	0.076	703	0.82	5176	0.72	0.02881
986.01	1.85	8.1874596	0.000049	0.076	760	0.88	5250	0.82	0.02075
2241.01	2.93	7.1651869	0.0000863	0.076	966	1.12	5926	1.04	0.02589
2340.01	1.9	7.6849281	0.0001098	0.076	886	0.97	5502	1.01	0.01718
2617.01	1.3	8.6298929	0.0002136	0.076	688	0.8	5113	0.71	0.01685
107.01	3.09	7.2569987	0.0000194	0.077	1062	1.08	5919	1.27	0.02228
330.01	2.26	7.9740591	0.0000679	0.077	1018	1.11	5749	1.24	0.01671
708.02	1.82	7.6934912	0.0000601	0.077	946	1.09	6036	0.97	0.01715
870.02	2.35	8.9856998	0.0000479	0.077	629	0.89	4590	0.74	0.02902
912.01	1.97	10.8485074	0.0000314	0.077	472	0.52	4214	0.5	0.0364
954.01	2.72	8.1153134	0.0000448	0.077	835	1.03	5677	0.86	0.02913
1166.01	2.46	7.6747803	0.0000801	0.077	898	1.07	5833	0.94	0.02409
1457.01	7.77	8.0276729	0.0000095	0.077	786	0.95	5364	0.85	0.0838
1583.01	2.01	8.0473184	0.0001087	0.077	808	1.03	5619	0.82	0.02248
1677.02	0.71	8.5117009	0.0002573	0.077	757	0.85	5513	0.75	0.00871
1952.01	1.83	8.0103535	0.000106	0.077	907	0.94	5737	0.99	0.01692
2037.03	2.34	8.5626797	0.000093	0.077	718	0.82	4836	0.87	0.02454
2226.01	2.39	8.4635421	0.0001065	0.077	769	0.86	5224	0.86	0.02561
2333.02	1.63	7.6301794	0.0001373	0.077	1097	1.05	5945	1.35	0.0111
2463.01	1.07	7.4672763	0.0001409	0.077	950	1.11	5915	1.02	0.00961
2632.01	1.1	7.1282551	0.0001445	0.077	1174	1.18	6206	1.42	0.00712
98.01	9.97	6.7901235	0.0000036	0.078	1290	1.31	6395	1.63	0.05608
804.01	2.54	9.0293047	0.0000556	0.078	721	0.95	5136	0.79	0.02944
889.01	10.22	8.8849176	0.0000041	0.078	738	0.96	5101	0.84	0.11176
898.01	2.83	9.770513	0.0000472	0.078	572	0.57	4648	0.61	0.04273
904.05	1.7	10.1986199	0.00011	0.078	525	0.61	4362	0.58	0.02689
1102.02	2.74	8.1452167	0.0000916	0.078	962	1.1	5800	1.1	0.0228
1283.01	1.46	8.0921362	0.0001151	0.078	1150	0.92	5671	1.65	0.00811
1399.01	2.47	8.7506117	0.0001531	0.078	645	0.83	4775	0.73	0.03095
1445.01	1.28	7.1688786	0.0000888	0.078	1077	1.21	6182	1.22	0.00961
1561.01	21.5	9.085941	0.0000405	0.078	808	1.06	5659	0.82	0.24138
1751.01	3.15	8.6892975	0.000032	0.078	743	0.82	5052	0.87	0.03336
1805.01	6.45	6.9413435	0.0000172	0.078	1168	1.29	5647	1.72	0.03447
1946.01	2.22	8.2947691	0.0000875	0.078	846	0.93	5540	0.93	0.02182
2091.01	2.59	8.779877	0.0001006	0.078	688	0.82	5075	0.74	0.03223
248.02	2.55	10.9129347	0.0000687	0.079	454	0.55	3974	0.53	0.04423
313.02	1.61	8.4364042	0.0000437	0.079	778	1.01	5348	0.86	0.01716
478.01	2.75	11.0234234	0.0000256	0.079	423	0.55	3727	0.52	0.04822
488.01	1.88	9.379012	0.0000848	0.079	742	1.03	5488	0.74	0.02318
500.02	2.79	9.5218234	0.0000345	0.079	583	0.66	4613	0.65	0.03953
816.01	4.77	7.7480826	0.0000252	0.079	896	1.06	5699	1	0.04356
